make,model,year,numeric_engine_size,engine_type,horsepower,flag_hp_estimate,torque_lb,flag_torque_estimate,zero_to_sixty,flag_zero_to_sixty_estimate,price_usd,price_gbp
Nissan,370Z Nismo,2021,3.7,Combustion,350,False,276,False,4.8,False,46610.0,36355.8
Ferrari,SF90 Stradale,2021,,Hybrid,986,False,590,False,2.5,False,625000.0,487500.0
Audi,RS6,2022,4.0,Combustion,591,False,590,False,3.5,False,120000.0,93600.0
BMW,M4,2022,3.0,Combustion,503,False,479,False,3.8,False,74000.0,57720.0
Mercedes-Benz,AMG A45,2021,2.0,Combustion,382,False,354,False,4.0,False,50000.0,39000.0
Chevrolet,Camaro ZL1,2021,6.2,Combustion,650,False,650,False,3.5,False,63995.0,49916.1
Bentley,Continental GT,2021,4.0,Combustion,542,False,568,False,3.3,False,202500.0,157950.0
Bugatti,Chiron,2022,8.0,Combustion,1479,False,1180,False,2.4,False,2900000.0,2262000.0
Ferrari,F8 Tributo,2022,3.9,Combustion,710,False,568,False,2.8,False,275000.0,214500.0
McLaren,GT,2021,4.0,Combustion,612,False,465,False,3.1,False,201500.0,157170.0
Dodge,Challenger SRT Hellcat Redeye,2022,6.2,Combustion,797,False,707,False,3.5,False,80190.0,62548.200000000004
Jaguar,F-Type,2021,3.0,Combustion,380,False,339,False,4.4,False,62750.0,48945.0
Lexus,LC 500,2021,5.0,Combustion,471,False,398,False,4.4,False,92000.0,71760.0
Lotus,Evija,2021,,Electric,2000,False,1254,False,2.8,False,2800000.0,2184000.0
Maserati,GranTurismo,2021,,Electric,550,False,,,2.8,False,200000.0,156000.0
Rolls-Royce,Ghost,2021,6.8,Combustion,563,False,627,False,4.6,False,332500.0,259350.0
Porsche,Taycan,2021,2.0,Combustion,402,False,254,False,5.1,False,81250.0,63375.0
Aston Martin,DB11,2021,4.0,Combustion,630,False,516,False,3.7,False,198995.0,155216.1
Chevrolet,Camaro,2022,6.2,Combustion,455,False,455,False,4.0,False,25000.0,19500.0
Dodge,Charger,2021,6.2,Combustion,797,False,707,False,3.3,False,72000.0,56160.0
Mercedes-Benz,SLS AMG,2021,6.2,Combustion,622,False,468,False,3.6,False,254995.0,198896.1
Bentley,Continental GT,2021,4.0,Combustion,542,False,568,False,3.9,False,220000.0,171600.0
Dodge,Challenger SRT Hellcat,2021,6.2,Combustion,717,False,656,False,3.5,False,60695.0,47342.1
Ferrari,F8 Spider,2022,3.9,Combustion,710,False,568,False,2.9,False,274390.0,214024.2
Jaguar,F-Type,2021,3.0,Combustion,296,False,295,False,5.4,False,64700.0,50466.0
Lamborghini,Aventador,2021,6.5,Combustion,759,False,531,False,2.9,False,517770.0,403860.60000000003
Lotus,Evora GT,2021,3.5,Combustion,416,False,317,False,3.8,False,99990.0,77992.2
Maserati,GranTurismo,2021,4.7,Combustion,454,False,384,False,4.7,False,150800.0,117624.0
Mercedes-Benz,AMG C 63,2021,4.0,Combustion,469,False,479,False,3.8,False,67600.0,52728.0
Porsche,Panamera,2022,2.9,Combustion,325,False,331,False,5.3,False,88800.0,69264.0
Lamborghini,Aventador,2021,6.5,Combustion,729,False,509,False,2.9,False,393695.0,307082.10000000003
Audi,RS5 Coupe,2022,2.9,Combustion,444,False,443,False,3.5,False,76350.0,59553.0
McLaren,570S,2021,3.8,Combustion,562,False,443,False,3.1,False,202000.0,157560.0
Mercedes-Benz,SL,2022,3.0,Combustion,429,False,384,False,4.4,False,96000.0,74880.0
Nissan,370Z,2021,3.7,Combustion,332,False,270,False,5.3,False,33000.0,25740.0
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,Combustion,505,False,443,False,3.8,False,75250.0,58695.0
Aston Martin,DB11,2022,4.0,Combustion,630,False,516,False,3.7,False,201495.0,157166.1
Dodge,Challenger,2021,6.4,Combustion,485,False,475,False,3.8,False,62000.0,48360.0
Lotus,Evora GT,2021,3.5,Combustion,416,False,317,False,3.8,False,99000.0,77220.0
Aston Martin,Vantage,2022,4.0,Combustion,503,False,505,False,3.5,False,149995.0,116996.1
Dodge,Charger SRT Hellcat,2022,6.2,Combustion,717,False,650,False,3.5,False,78595.0,61304.1
Chevrolet,Camaro SS,2022,6.2,Combustion,455,False,455,False,4.1,False,37500.0,29250.0
Ford,Mustang GT,2022,5.0,Combustion,460,False,420,False,4.0,False,38500.0,30030.0
Mercedes-Benz,AMG C63,2022,4.0,Combustion,469,False,479,False,3.8,False,71450.0,55731.0
Porsche,Panamera GTS,2021,4.0,Combustion,473,False,457,False,3.9,False,134150.0,104637.0
McLaren,GT,2021,4.0,Combustion,612,False,465,False,3.1,False,250000.0,195000.0
Mercedes-Benz,AMG GT 4-Door Coupe,2021,4.0,Combustion,630,False,664,False,3.1,False,171200.0,133536.0
Aston Martin,DBS Superleggera,2022,5.2,Combustion,715,False,663,False,3.4,False,321000.0,250380.0
Lotus,Evora GT,2021,3.5,Combustion,416,False,317,False,3.8,False,100500.0,78390.0
McLaren,570S,2021,3.8,Combustion,562,False,443,False,3.1,False,195000.0,152100.0
Audi,RS7 Sportback,2022,4.0,Combustion,591,False,590,False,3.5,False,114000.0,88920.0
Mercedes-AMG,C63 S,2022,4.0,Combustion,503,False,516,False,3.7,False,78100.0,60918.0
Dodge,Charger Hellcat,2021,6.2,Combustion,717,False,650,False,3.6,False,70000.0,54600.0
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,Combustion,505,False,443,False,3.8,False,78450.0,61191.0
Tesla,Model S Plaid,2022,,Electric,1020,False,1050,False,1.9,False,141190.0,110128.2
Porsche,Panamera Turbo S E-Hybrid,2021,,Hybrid,689,False,642,False,3.0,False,190000.0,148200.0
Bugatti,Chiron,2022,8.0,Combustion,1500,False,1180,False,2.5,False,3900000.0,3042000.0
Pagani,Huayra,2021,6.0,Combustion,764,False,740,False,2.8,False,2600000.0,2028000.0
Lotus,Evija,2022,,Electric,1973,False,1254,False,2.5,False,2000000.0,1560000.0
Pininfarina,Battista,2021,,Electric,1872,False,1696,False,1.9,False,2500000.0,1950000.0
Maserati,MC20,2021,3.0,Combustion,621,False,538,False,2.9,False,210000.0,163800.0
Porsche,Cayman,2021,2.0,Combustion,300,False,280,False,5.1,False,59900.0,46722.0
BMW,M2,2021,3.0,Combustion,405,False,406,False,4.0,False,58900.0,45942.0
Mercedes-Benz,SLS AMG,2021,6.3,Combustion,622,False,468,False,3.6,False,254500.0,198510.0
Ford,Mustang,2021,2.3,Combustion,310,False,350,False,5.3,False,27205.0,21219.9
Koenigsegg,Jesko,2022,5.0,Combustion,1280,False,1106,False,2.5,False,3000000.0,2340000.0
Lotus,Evija,2021,,Electric,1972,False,1254,False,2.0,False,2000000.0,1560000.0
Rimac,Nevera,2021,,Electric,1888,False,1696,False,1.85,False,2400000.0,1872000.0
